Species,Order,Family,Wing.length,Tarsus.length,Weight,Bill.length,Bill.depth,Bill.width,Tail.length,Dev.mode,Dev.stage
Heliangelus exortis,Apodiformes,Trochilidae,68,4.4,5,15.5,1.9,2.6,50,Superaltricial,Adult
Heliodoxa rubinoides,Apodiformes,Trochilidae,59,7.94,4,19.53,1.92,2.57,39.21,Superaltricial,Adult
Heliodoxa rubinoides,Apodiformes,Trochilidae,59.41,7.21,4,21.89,2.09,2.7,43.49,Superaltricial,Adult
Lafresnaya lafresnayi,Apodiformes,Trochilidae,56,6.6,5.48,28.3,1.6,2.2,37,Superaltricial,Adult
Lafresnaya lafresnayi,Apodiformes,Trochilidae,64,5.54,5.58,30.21,1.94,2.35,39,Superaltricial,Adult
Lafresnaya lafresnayi,Apodiformes,Trochilidae,58,8.46,5,30.83,2.3,2.46,40,Superaltricial,Adult
Lafresnaya lafresnayi,Apodiformes,Trochilidae,61,6,7,26.4,2.4,2.5,43,Superaltricial,Adult
Lafresnaya lafresnayi,Apodiformes,Trochilidae,58.12,5.24,5.87,35.5,1.95,3.23,34.73,Superaltricial,Adult
Lafresnaya lafresnayi,Apodiformes,Trochilidae,55,6.61,5,32.4,1.99,2.4,35.91,Superaltricial,Adult
Lafresnaya lafresnayi,Apodiformes,Trochilidae,62.12,4.26,5.4,31.18,1.97,2.63,30.93,Superaltricial,Adult
Lafresnaya lafresnayi,Apodiformes,Trochilidae,61.93,4.09,5.43,30.97,1.97,2.13,33.44,Superaltricial,Adult
Lafresnaya lafresnayi,Apodiformes,Trochilidae,60,6.9,6,33.13,1.86,2.62,45.65,Superaltricial,Adult
Lafresnaya lafresnayi,Apodiformes,Trochilidae,62.15,4.6,5.81,30.93,1.98,2.65,34.01,Superaltricial,Adult
Lafresnaya lafresnayi,Apodiformes,Trochilidae,59.01,5.49,5.4,33.47,2.6,3.44,40.88,Superaltricial,Adult
Lafresnaya lafresnayi,Apodiformes,Trochilidae,60,6.6,5.5,34.2,2.35,3.09,43.4,Superaltricial,Adult
Lafresnaya lafresnayi,Apodiformes,Trochilidae,62,5.1,5.39,31.1,1.9,1.9,38,Superaltricial,Adult
Lafresnaya lafresnayi,Apodiformes,Trochilidae,63,7,5.5,30.7,1.8,1.9,38,Superaltricial,Adult
Lafresnaya lafresnayi,Apodiformes,Trochilidae,60,7,7,29.9,1.6,2.2,37,Superaltricial,Adult
Lafresnaya lafresnayi,Apodiformes,Trochilidae,65,7.3,6.1,30,2.1,2.1,41,Superaltricial,Adult
Lafresnaya lafresnayi,Apodiformes,Trochilidae,61.4,6.1,6,27.9,2.6,2.4,41.4,Superaltricial,Adult
Lafresnaya lafresnayi,Apodiformes,Trochilidae,60,7.3,6,32,2,3.2,38,Superaltricial,Adult
Lafresnaya lafresnayi,Apodiformes,Trochilidae,66.5,6.6,6,32.7,2.3,2.9,42.4,Superaltricial,Adult
Lafresnaya lafresnayi,Apodiformes,Trochilidae,60.9,6.4,5,35.5,1.8,2.4,39.2,Superaltricial,Adult
Lafresnaya lafresnayi,Apodiformes,Trochilidae,62.5,6.6,6,34.8,2.2,2.5,41,Superaltricial,Adult
Metallura iracunda,Apodiformes,Trochilidae,84,22.5,30,15,7.5,7,65,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,49.1,5.53,3.32,11.77,1.44,2.09,30.17,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,47,5.1,3.36,11.4,1.2,2.2,35,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,59,5.1,3.7,12.6,2,2.2,42,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,59,5.2,3.3,14.1,1.8,1.9,41,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,52,4.84,3.47,12.38,1.12,1.87,36,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,49,4.21,2.05,13.36,1.5,2.08,32,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,54,5.36,3.06,13.42,1.37,2.15,31,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,52,4.61,3.35,14.02,1.33,1.72,34,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,51,5.85,4,13.42,1.42,1.77,33,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,52,6.08,2.04,12.96,1.46,1.96,33,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,50,5.97,3.5,13.28,2.01,2,41,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,50,5.97,3.5,13.28,2.01,2,41,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,50,5.6,3.6,14.12,1.57,2.15,39,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,54,5.69,3.49,14.46,1.63,1.97,36,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,56,4.59,2.35,12.48,1.3,1.52,40,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,54,4.37,3.23,13.29,1.65,1.95,36,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,54,5.45,3.56,13.44,1.6,1.91,41,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,55,4.68,3.43,12.28,1.22,1.9,38,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,56,5.2,3.5,14.25,2.18,2.33,40,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,54,5.02,3.45,13.82,1.43,2.17,41,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,55,5.84,3.45,12.67,1.12,1.98,43,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,61,4.47,3.03,13.84,1.3,2.25,42,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,60,5.02,3.18,14.08,1.55,1.83,41,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,53,4.17,3.55,14.47,1.55,2.09,34,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,51,4.24,3.41,13.34,1.44,2.18,36,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,52,4.01,3.47,13.77,1.59,2.03,35,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,45,7.29,2.6,12.19,1.49,1.72,33,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,46.5,6.75,3.42,11.35,1.39,1.78,27.32,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,44,5.54,3.28,11.7,1.7,2.01,33,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,56.78,6.99,3.45,13.6,1.3,2.18,25.75,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,61,5.57,3.4,12.89,1.75,1.91,45,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,46.4,6.5,5,11.4,1.7,1.6,28,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,50,6,5,12.3,1.9,2.6,32,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,49.8,4.3,3,13.4,1.8,2.2,34.2,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,49,5.33,4,11.45,1.65,1.57,40,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,49.98,4.61,2.98,13.19,1.2,1.79,39.2,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,55.01,5.01,4.02,11.53,1.61,2.16,35.63,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,59.19,4.11,3.19,14.66,1.87,2.91,33.54,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,56.32,5.13,3.24,14.1,1.62,2.32,41.61,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,49,6.5,3.8,14,1.4,1.5,32,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,51,6,3.85,13.5,1.8,2.1,32,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,56,7.6,3.9,15.3,1.6,2.1,36,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,59,5.7,3.4,11.8,1.5,1.5,35,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,55,7,3.8,14.3,1.6,2,40,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,55,6,3.85,10.7,1.4,1.4,40,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,56,7.4,3.5,13.4,2,2.1,40,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,58,5.4,3.76,13.2,1.4,1.7,40,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,48,6.8,3.3,14.5,1.5,1.7,36,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,49.3,5.3,4,13,1.8,2.7,38.2,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,50,7.1,3,11,1.4,2.3,34.3,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,52,6.8,3,12,1.9,2,34.4,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,48,7.1,3,12,1.4,2.1,31.4,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,47.7,6.6,3,11.6,1.3,2.1,32,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,52,6.7,4,13,1.8,2.2,32,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,50,5.4,4,12.7,1.6,2,26,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,51,6,3.5,12.4,1.9,2.5,33,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,50.2,7,4,12.2,1.8,2.1,33.5,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,41.8,5.9,3,16.3,1.5,2.2,34.4,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,51.4,6.2,3,12,1.3,2.2,34,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,53.1,7,3,11,1.4,2.1,38.6,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,49.5,5.2,3.5,15.9,1.6,2.3,32.5,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,50.6,6.5,3,11.2,1.8,2.4,30,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,48.6,6.4,3,12.2,1.5,2.1,36.4,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,56,6.3,3,12.5,1.9,2.3,38,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,50,6.5,4,11.8,1.8,2,32,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,55.7,4.4,3,14.3,1.5,2,41,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,49,5.7,3,10.7,1.9,2.4,33,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,51.2,6.4,3,16.9,1.9,2.2,32.5,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,59.6,5.4,3,15.2,1.8,2,44.1,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,58.4,6.1,5,16.6,2,2.1,40,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,58.9,6.9,3,15,1.9,2,42.4,Superaltricial,Adult
Metallura tyrianthina,Apodiformes,Trochilidae,55.3,5.3,3,11.2,1.6,2.1,44.3,Superaltricial,Adult
Metallura williami,Apodiformes,Trochilidae,52,5.31,4.28,16.81,1.63,2.36,40,Superaltricial,Adult
Metallura williami,Apodiformes,Trochilidae,53,6.54,3.5,15.08,1.59,2.81,38,Superaltricial,Adult
Metallura williami,Apodiformes,Trochilidae,56,5.13,4.43,17.31,1.58,2.31,40,Superaltricial,Adult
Metallura williami,Apodiformes,Trochilidae,55,5.92,4.28,18.16,1.83,2.52,38,Superaltricial,Adult
Metallura williami,Apodiformes,Trochilidae,57,5.09,4.17,15.19,1.58,2.32,41,Superaltricial,Adult
Metallura williami,Apodiformes,Trochilidae,60,5.67,4.57,15.89,1.57,2.21,42,Superaltricial,Adult
Metallura williami,Apodiformes,Trochilidae,49.41,6.22,3.98,18.81,1.63,2.29,39.01,Superaltricial,Adult
Metallura williami,Apodiformes,Trochilidae,55.53,6.76,4.2,18.21,2.31,2.9,39.24,Superaltricial,Adult
Metallura williami,Apodiformes,Trochilidae,56,5.52,4.03,18.39,2.05,2.73,36,Superaltricial,Adult
Metallura williami,Apodiformes,Trochilidae,62.9,6.9,5,21.1,1.8,2.8,43.1,Superaltricial,Adult
Pterophanes cyanopterus,Apodiformes,Trochilidae,107.8,8.8,10,35.5,2.2,2.9,72,Superaltricial,Adult
Ramphomicron microrhynchum,Apodiformes,Trochilidae,55,5.31,5,10.67,1.78,1.59,50,Superaltricial,Adult
Ramphomicron microrhynchum,Apodiformes,Trochilidae,49,4.9,3.25,12.4,1.46,2.04,32,Superaltricial,Adult
Ramphomicron microrhynchum,Apodiformes,Trochilidae,47,5.72,3.35,9.88,1.8,1.84,33,Superaltricial,Adult
Ramphomicron microrhynchum,Apodiformes,Trochilidae,50,6.44,4,10.67,2.1,2.23,58.48,Superaltricial,Adult
Cyanocorax yncas,Passeriformes,Corvidae,65,22.3,13,11.5,4.7,3.5,50,Superaltricial,Adult
Cyanolyca armillata,Passeriformes,Corvidae,140,40.62,87,33.11,8.03,8.93,170,Superaltricial,Adult
Ampelion rubrocristatus,Passeriformes,Cotingidae,113,24.2,67,17.9,7.2,7.9,75,Superaltricial,Adult
Ampelion rubrocristatus,Passeriformes,Cotingidae,107,26,72,18.5,7.9,8.5,81,Superaltricial,Adult
Pipreola riefferii,Passeriformes,Cotingidae,83.65,20.97,52.1,16.17,5.12,5.4,61.95,Superaltricial,Adult
Pipreola riefferii,Passeriformes,Cotingidae,92,21.02,50,16.74,4.08,6.51,80.81,Superaltricial,Adult
Arremon assimilis,Passeriformes,Emberizidae,88,28.2,38.6,15.6,7.3,6.6,94,Superaltricial,Adult
Arremon assimilis,Passeriformes,Emberizidae,76.56,33.87,44.8,19.55,7.55,7.25,95.74,Superaltricial,Adult
Arremon torquatus,Passeriformes,Emberizidae,94,34.2,44,18.5,7.1,6.4,93,Superaltricial,Adult
Atlapetes latinuchus,Passeriformes,Emberizidae,72,28.6,30,15,5.8,6.8,76,Superaltricial,Adult
Atlapetes latinuchus,Passeriformes,Emberizidae,70,33.8,33,16.3,6.4,6.4,76,Superaltricial,Adult
Atlapetes latinuchus,Passeriformes,Emberizidae,78,27.6,31,15.7,6.6,5.1,78,Superaltricial,Adult
Atlapetes leucopis,Passeriformes,Emberizidae,78,36.2,43,18,7,7.3,73,Superaltricial,Adult
Atlapetes pallidinucha,Passeriformes,Emberizidae,73,30.7,33,16.1,6.95,6.4,76.99,Superaltricial,Adult
Atlapetes pallidinucha,Passeriformes,Emberizidae,81,29.92,34,16.28,7.6,7.16,77.03,Superaltricial,Adult
Atlapetes pallidinucha,Passeriformes,Emberizidae,79,33,37,14.7,8.2,6.4,74,Superaltricial,Adult
Atlapetes schistaceus,Passeriformes,Emberizidae,68.33,27.89,25.32,13.16,6.01,4.8,73.37,Superaltricial,Adult
Atlapetes schistaceus,Passeriformes,Emberizidae,75,25.8,28.24,12.9,6,4.9,77,Superaltricial,Adult
Atlapetes schistaceus,Passeriformes,Emberizidae,85,27.24,30,16.4,6.13,6.13,95,Superaltricial,Adult
Atlapetes schistaceus,Passeriformes,Emberizidae,81,29.96,35,15.87,6.38,5.57,95,Superaltricial,Adult
Atlapetes schistaceus,Passeriformes,Emberizidae,75,24.85,29.36,15.84,6.43,5.95,80,Superaltricial,Adult
Atlapetes schistaceus,Passeriformes,Emberizidae,74,33,29,15.5,7,6.2,75,Superaltricial,Adult
Atlapetes schistaceus,Passeriformes,Emberizidae,74,33,29,15.5,7,6.2,75,Superaltricial,Adult
Atlapetes schistaceus,Passeriformes,Emberizidae,80,26.84,27,15.54,6.47,6.12,86.06,Superaltricial,Adult
Atlapetes schistaceus,Passeriformes,Emberizidae,80.67,28.55,30,14.91,7.23,5.14,91.72,Superaltricial,Adult
Atlapetes schistaceus,Passeriformes,Emberizidae,72,28.5,28,14.8,6.2,5.9,82,Superaltricial,Adult
Atlapetes schistaceus,Passeriformes,Emberizidae,77,31.4,27,14.8,6.3,5.6,89,Superaltricial,Adult
Atlapetes schistaceus,Passeriformes,Emberizidae,75,26.8,29,15.5,6.9,4.6,75,Superaltricial,Adult
Atlapetes schistaceus,Passeriformes,Emberizidae,72,27,25,15.7,6.4,5.5,78,Superaltricial,Adult
Atlapetes schistaceus,Passeriformes,Emberizidae,75,26.3,28,15.6,6.2,4.1,78,Superaltricial,Adult
Atlapetes schistaceus,Passeriformes,Emberizidae,78,26.1,33,15.5,6.4,6,82,Superaltricial,Adult
Atlapetes schistaceus,Passeriformes,Emberizidae,84,22.6,28,15.1,6.6,5.8,90,Superaltricial,Adult
Atlapetes schistaceus,Passeriformes,Emberizidae,72,24.9,27,17.5,6.7,6.7,84.6,Superaltricial,Adult
Atlapetes schistaceus,Passeriformes,Emberizidae,80,27.3,33,17.3,6.2,5.6,85.9,Superaltricial,Adult
Chlorospingus canigularis,Passeriformes,Emberizidae,61.5,21.4,17,14.4,5.7,5,61.5,Superaltricial,Adult
Chlorospingus canigularis,Passeriformes,Emberizidae,68.3,24.2,19,14.3,6.6,5.6,64.4,Superaltricial,Adult
Chlorospingus canigularis,Passeriformes,Emberizidae,64.7,25.7,21,16.5,6,5.7,63.7,Superaltricial,Adult
Chlorospingus canigularis,Passeriformes,Emberizidae,64.9,26.5,19,16.1,6.2,5.1,64.5,Superaltricial,Adult
Chlorospingus canigularis,Passeriformes,Emberizidae,71.9,28.7,24,16.1,6.4,6.3,64.6,Superaltricial,Adult
Chlorospingus canigularis,Passeriformes,Emberizidae,69,27.4,24,17,6.4,5.9,62.4,Superaltricial,Adult
Chlorospingus flavopectus,Passeriformes,Emberizidae,62.42,20.78,19.46,13.44,5.53,5.24,59.09,Superaltricial,Adult
Chlorospingus flavopectus,Passeriformes,Emberizidae,64.61,19.32,22.82,13.91,5.53,5.15,61.02,Superaltricial,Adult
Chlorospingus flavopectus,Passeriformes,Emberizidae,68.04,19.93,23.14,12.81,5.31,4.73,54.87,Superaltricial,Adult
Chlorospingus flavopectus,Passeriformes,Emberizidae,72.51,23.63,23.66,13.06,5.79,4.65,65.21,Superaltricial,Adult
Chlorospingus flavopectus,Passeriformes,Emberizidae,67,23,21.9,14.8,5.6,5.7,64,Superaltricial,Adult
Chlorospingus flavopectus,Passeriformes,Emberizidae,69.62,18.83,22.68,12.04,5.52,5.81,68.4,Superaltricial,Adult
Chlorospingus flavopectus,Passeriformes,Emberizidae,70,24,25.4,14.4,5.8,5.9,62,Superaltricial,Adult
Chlorospingus flavopectus,Passeriformes,Emberizidae,72,22.4,21.8,14.6,5.7,5.5,64,Superaltricial,Adult
Chlorospingus flavopectus,Passeriformes,Emberizidae,71,23.3,25.2,14,6.1,5.9,68,Superaltricial,Adult
Chlorospingus flavopectus,Passeriformes,Emberizidae,72,23.6,25.8,14,5.9,6.1,68,Superaltricial,Adult
Zonotrichia capensis,Passeriformes,Emberizidae,58.4,23.9,22,12.6,6.8,5.8,51,Superaltricial,Adult
Zonotrichia capensis,Passeriformes,Emberizidae,70,21.6,24,12,6.9,4.9,62,Superaltricial,Adult
Zonotrichia capensis,Passeriformes,Emberizidae,63,26.1,19,15,6.3,5.9,58.2,Superaltricial,Adult
Zonotrichia capensis,Passeriformes,Emberizidae,64,22.3,24,13.3,6.7,5.7,61,Superaltricial,Adult
Spinus spinescens,Passeriformes,Fringillidae,66,13.51,11.5,12.12,6.41,4.78,44.86,Superaltricial,Adult
Spinus spinescens,Passeriformes,Fringillidae,70,17,13,12.3,6.6,5,44,Superaltricial,Adult
Spinus spinescens,Passeriformes,Fringillidae,73,16,12,12.2,6.6,5,46,Superaltricial,Adult
Spinus spinescens,Passeriformes,Fringillidae,70,15.6,11,12.2,6.3,5.1,45,Superaltricial,Adult
Spinus spinescens,Passeriformes,Fringillidae,68.7,16.11,15,12.12,6.35,4.75,40.76,Superaltricial,Adult
Spinus spinescens,Passeriformes,Fringillidae,73,18.13,13,11.91,6.59,4.94,45.65,Superaltricial,Adult
Spinus spinescens,Passeriformes,Fringillidae,63,14.2,11,9.7,6.2,4.8,38,Superaltricial,Adult
Spinus spinescens,Passeriformes,Fringillidae,71,16.6,12,11.7,6.9,5.4,45,Superaltricial,Adult
Spinus spinescens,Passeriformes,Fringillidae,71,14.2,12,11.3,6.3,4.9,39,Superaltricial,Adult
Asthenes flammulata,Passeriformes,Furnariidae,56,23.85,20,15.58,3.74,3.87,62.72,Superaltricial,Adult
Asthenes flammulata,Passeriformes,Furnariidae,61,25.9,21.8,14.5,4.1,3.3,82,Superaltricial,Adult
Asthenes flammulata,Passeriformes,Furnariidae,58.4,26,12,17.2,4.5,4,78,Superaltricial,Adult
Asthenes fuliginosa,Passeriformes,Furnariidae,58,30,16.96,12.5,3.3,2.6,96,Superaltricial,Adult
Asthenes fuliginosa,Passeriformes,Furnariidae,62,23.64,16.23,16.11,3.25,3.45,118,Superaltricial,Adult
Asthenes fuliginosa,Passeriformes,Furnariidae,58,25.8,15,14,3.2,3.1,101,Superaltricial,Adult
Asthenes fuliginosa,Passeriformes,Furnariidae,63.4,26.3,17,13.6,4,3,110,Superaltricial,Adult
Asthenes fuliginosa,Passeriformes,Furnariidae,59.8,25.4,16,14.5,4,3.8,112.2,Superaltricial,Adult
Cinclodes excelsior,Passeriformes,Furnariidae,111,35.1,57,28.1,6.4,5.1,90,Superaltricial,Adult
Cinclodes excelsior,Passeriformes,Furnariidae,121,33,58,27.1,6.3,5,90,Superaltricial,Adult
Dendrocincla tyrannina,Passeriformes,Furnariidae,130,28,35,33.2,10.3,9.1,126,Superaltricial,Adult
Dendrocincla tyrannina,Passeriformes,Furnariidae,131,28.6,30.5,36.9,9.7,7.2,130,Superaltricial,Adult
Dendrocolaptes picumnus,Passeriformes,Furnariidae,134,31.7,5.4,37.8,7.5,8.2,134,Superaltricial,Adult
Hellmayrea gularis,Passeriformes,Furnariidae,54,22.1,11.06,15.6,3.06,3.33,53,Superaltricial,Adult
Hellmayrea gularis,Passeriformes,Furnariidae,65,21.54,14.5,16,3.5,3.38,60,Superaltricial,Adult
Hellmayrea gularis,Passeriformes,Furnariidae,65,24.1,12,13.8,3.2,3.7,55,Superaltricial,Adult
Hellmayrea gularis,Passeriformes,Furnariidae,51.72,21.29,12.29,15.62,3.13,3.51,42.46,Superaltricial,Adult
Hellmayrea gularis,Passeriformes,Furnariidae,57.13,22.24,11.76,16.31,3.59,3.4,58.04,Superaltricial,Adult
Hellmayrea gularis,Passeriformes,Furnariidae,55.89,23.49,14.07,17.32,3.67,4.05,59.42,Superaltricial,Adult
Hellmayrea gularis,Passeriformes,Furnariidae,56.7,24.2,14,13.3,4.6,4.2,56.2,Superaltricial,Adult
Hellmayrea gularis,Passeriformes,Furnariidae,59,22.5,14,15,3.7,3.4,60,Superaltricial,Adult
Hellmayrea gularis,Passeriformes,Furnariidae,56.3,23.4,12,12,3.3,3.7,63.6,Superaltricial,Adult
Lepidocolaptes lacrymiger,Passeriformes,Furnariidae,114,20.8,34,26.6,4.6,4,94,Superaltricial,Adult
Lepidocolaptes lacrymiger,Passeriformes,Furnariidae,103,20.5,31,32.9,5.9,5.3,94.9,Superaltricial,Adult
Leptasthenura andicola,Passeriformes,Furnariidae,70,23.5,14,9,3,2.9,110,Superaltricial,Adult
Margarornis squamiger,Passeriformes,Furnariidae,79,22.65,17,15.42,4.1,3.26,82,Superaltricial,Adult
Margarornis squamiger,Passeriformes,Furnariidae,80,19.81,17,16.11,3.86,3.76,85,Superaltricial,Adult
Margarornis squamiger,Passeriformes,Furnariidae,80,19.9,19,17.48,4.26,3.57,76,Superaltricial,Adult
Margarornis squamiger,Passeriformes,Furnariidae,84,19.48,18.1,16.31,3.85,3.36,85,Superaltricial,Adult
Margarornis squamiger,Passeriformes,Furnariidae,85,17.47,18.58,15,3.87,3.55,85,Superaltricial,Adult
Margarornis squamiger,Passeriformes,Furnariidae,78,19.5,15.5,14.2,3.9,4.4,67,Superaltricial,Adult
Margarornis squamiger,Passeriformes,Furnariidae,76,21.6,17.8,15.7,3.8,3.4,70,Superaltricial,Adult
Margarornis squamiger,Passeriformes,Furnariidae,80,23.3,16,15,3.7,3.4,73,Superaltricial,Adult
Margarornis squamiger,Passeriformes,Furnariidae,80,22.5,17.8,13.9,3.5,3.8,68,Superaltricial,Adult
Margarornis squamiger,Passeriformes,Furnariidae,76,22,17,13.3,3.5,3.3,75,Superaltricial,Adult
Margarornis squamiger,Passeriformes,Furnariidae,78,20.3,20,12.2,4,3,69,Superaltricial,Adult
Margarornis squamiger,Passeriformes,Furnariidae,80,22.4,20,15.7,3.7,3.6,77.7,Superaltricial,Adult
Margarornis squamiger,Passeriformes,Furnariidae,75,22.4,17,16.1,3.9,3.8,74.7,Superaltricial,Adult
Margarornis squamiger,Passeriformes,Furnariidae,85,19.2,20,12.1,4,3.5,85,Superaltricial,Adult
Margarornis squamiger,Passeriformes,Furnariidae,76,20.2,18,14.6,3.5,3.7,80,Superaltricial,Adult
Pseudocolaptes boissonneautii,Passeriformes,Furnariidae,108,31.2,45,22.8,5.7,5.1,103,Superaltricial,Adult
Synallaxis azarae,Passeriformes,Furnariidae,53.79,20.66,16,13.8,3.85,3.93,89.47,Superaltricial,Adult
Synallaxis subpudica,Passeriformes,Furnariidae,61,25,14,14,4.3,3.9,85,Superaltricial,Adult
Synallaxis subpudica,Passeriformes,Furnariidae,58,24,20,13.6,4.4,4.2,112,Superaltricial,Adult
Grallaria quitensis,Passeriformes,Grallariidae,82.6,44.5,47,23.6,6.9,7,41,Superaltricial,Adult
Grallaria rufula,Passeriformes,Grallariidae,75,50.5,37,20,5.6,5.9,36,Superaltricial,Adult
Grallaria squamigera,Passeriformes,Grallariidae,148,66.75,138.66,32.6,12.28,11.27,69,Superaltricial,Adult
Grallaricula lineifrons,Passeriformes,Grallariidae,78,28.22,21.13,17.47,4.29,4.87,37,Superaltricial,Adult
Grallaricula nana,Passeriformes,Grallariidae,66.18,29.76,19.16,19.05,4.6,5.32,39.09,Superaltricial,Adult
Orochelidon murina,Passeriformes,Hirundinidae,115,12.1,12,10.4,2.1,4.3,65,Superaltricial,Adult
Orochelidon murina,Passeriformes,Hirundinidae,114,11.3,12.5,10.3,2.4,3.5,70,Superaltricial,Adult
Orochelidon murina,Passeriformes,Hirundinidae,111,13.8,12,10,2.2,3.5,75,Superaltricial,Adult
Orochelidon murina,Passeriformes,Hirundinidae,115,12.4,13,12.5,2.5,4.1,67.8,Superaltricial,Adult
Amblycercus holosericeus,Passeriformes,Icteridae,84,34.3,46,28.2,7.6,6.2,89,Superaltricial,Adult
Macroagelaius subalaris,Passeriformes,Icteridae,129.8,34,72,25.5,7.4,6.5,148.9,Superaltricial,Adult
Macroagelaius subalaris,Passeriformes,Icteridae,127,29,61,26.2,9,7,135,Superaltricial,Adult
Sturnella magna,Passeriformes,Icteridae,111.9,44.8,130,42.2,10.4,7.5,80,Superaltricial,Adult
Cardellina canadensis,Passeriformes,Parulidae,66.3,20.6,9,13.2,3.4,4.6,51.4,Superaltricial,Adult
